[SYS] 2026/05/28 - 20:49:57 | initializing token encoders 
[SYS] 2026/05/28 - 21:26:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:26:58 | syncing options from database 
[SYS] 2026/05/28 - 21:26:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:26:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:27:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:27:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:27:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:27:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:27:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:27:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:27:58 | syncing options from database 
[SYS] 2026/05/28 - 21:27:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:27:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:28:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:28:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:28:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:28:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:28:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:28:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:28:58 | syncing options from database 
[SYS] 2026/05/28 - 21:28:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:28:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:29:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:29:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:29:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:29:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:29:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:29:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:29:58 | 正在更新数据看板数据... 
[SYS] 2026/05/28 - 21:29:58 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/05/28 - 21:29:58 | syncing options from database 
[SYS] 2026/05/28 - 21:29:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:29:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:30:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:30:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:30:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:30:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:30:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:30:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:30:58 | syncing options from database 
[SYS] 2026/05/28 - 21:30:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:30:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:31:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:31:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:31:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:31:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:31:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:31:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:31:58 | syncing options from database 
[SYS] 2026/05/28 - 21:31:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:31:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:32:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:32:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:32:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:32:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:32:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:32:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:32:58 | syncing options from database 
[SYS] 2026/05/28 - 21:32:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:32:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:33:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:33:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:33:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:33:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:33:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:33:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:33:58 | syncing options from database 
[SYS] 2026/05/28 - 21:33:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:33:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:34:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:34:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:34:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:34:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:34:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:34:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:34:58 | 正在更新数据看板数据... 
[SYS] 2026/05/28 - 21:34:58 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/05/28 - 21:34:58 | syncing options from database 
[SYS] 2026/05/28 - 21:34:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:34:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:35:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:35:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:35:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:35:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:35:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:35:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:35:58 | syncing options from database 
[SYS] 2026/05/28 - 21:35:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:35:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:36:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:36:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:36:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:36:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:36:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:36:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:36:58 | syncing options from database 
[SYS] 2026/05/28 - 21:36:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:36:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:37:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:37:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:37:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:37:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:37:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:37:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:37:58 | syncing options from database 
[SYS] 2026/05/28 - 21:37:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:37:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:38:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:38:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:38:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:38:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:38:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:38:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:38:58 | syncing options from database 
[SYS] 2026/05/28 - 21:38:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:38:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:39:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:39:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:39:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:39:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:39:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:39:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:39:58 | 正在更新数据看板数据... 
[SYS] 2026/05/28 - 21:39:58 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/05/28 - 21:39:58 | syncing options from database 
[SYS] 2026/05/28 - 21:39:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:39:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:40:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:40:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:40:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:40:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:40:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:40:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:40:58 | syncing options from database 
[SYS] 2026/05/28 - 21:40:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:40:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:41:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:41:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:41:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:41:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:41:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:41:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:41:58 | syncing options from database 
[SYS] 2026/05/28 - 21:41:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:41:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:42:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:42:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:42:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:42:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:42:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:42:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:42:58 | syncing options from database 
[SYS] 2026/05/28 - 21:42:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:42:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:43:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:43:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:43:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:43:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:43:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:43:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:43:58 | syncing options from database 
[SYS] 2026/05/28 - 21:43:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:43:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:44:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:44:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:44:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:44:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:44:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:44:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:44:58 | 正在更新数据看板数据... 
[SYS] 2026/05/28 - 21:44:58 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/05/28 - 21:44:58 | syncing options from database 
[SYS] 2026/05/28 - 21:44:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:44:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:45:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:45:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:45:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:45:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:45:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:45:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:45:58 | syncing options from database 
[SYS] 2026/05/28 - 21:45:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:45:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:46:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:46:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:46:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:46:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:46:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:46:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:46:58 | syncing options from database 
[SYS] 2026/05/28 - 21:46:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:46:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:47:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:47:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:47:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:47:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:47:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:47:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:47:58 | syncing options from database 
[SYS] 2026/05/28 - 21:47:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:47:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:48:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:48:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:48:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:48:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:48:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:48:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:48:58 | syncing options from database 
[SYS] 2026/05/28 - 21:48:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:48:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:49:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:49:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:49:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:49:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:49:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:49:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:49:58 | 正在更新数据看板数据... 
[SYS] 2026/05/28 - 21:49:58 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/05/28 - 21:49:58 | syncing options from database 
[SYS] 2026/05/28 - 21:49:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:49:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:50:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:50:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:50:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:50:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:50:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:50:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:50:58 | syncing options from database 
[SYS] 2026/05/28 - 21:50:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:50:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:51:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:51:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:51:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:51:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:51:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:51:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:51:58 | syncing options from database 
[SYS] 2026/05/28 - 21:51:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:51:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:52:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:52:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:52:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:52:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:52:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:52:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:52:58 | syncing options from database 
[SYS] 2026/05/28 - 21:52:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:52:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:53:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:53:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:53:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:53:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:53:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:53:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:53:58 | syncing options from database 
[SYS] 2026/05/28 - 21:53:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:53:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:54:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:54:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:54:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:54:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:54:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:54:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:54:58 | 正在更新数据看板数据... 
[SYS] 2026/05/28 - 21:54:58 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/05/28 - 21:54:58 | syncing options from database 
[SYS] 2026/05/28 - 21:54:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:54:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:55:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:55:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:55:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:55:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:55:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:55:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:55:58 | syncing options from database 
[SYS] 2026/05/28 - 21:55:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:55:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:56:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:56:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:56:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:56:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:56:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:56:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:56:58 | syncing options from database 
[SYS] 2026/05/28 - 21:56:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:56:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:57:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:57:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:57:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:57:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:57:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:57:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:57:58 | syncing options from database 
[SYS] 2026/05/28 - 21:57:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:57:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:58:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:58:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:58:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:58:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:58:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:58:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:58:58 | syncing options from database 
[SYS] 2026/05/28 - 21:58:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:58:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:59:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:59:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:59:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:59:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:59:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:59:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 21:59:58 | 正在更新数据看板数据... 
[SYS] 2026/05/28 - 21:59:58 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/05/28 - 21:59:58 | syncing options from database 
[SYS] 2026/05/28 - 21:59:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 21:59:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:00:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:00:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:00:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:00:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:00:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:00:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:00:58 | syncing options from database 
[SYS] 2026/05/28 - 22:00:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:00:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:01:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:01:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:01:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:01:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:01:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:01:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:01:58 | syncing options from database 
[SYS] 2026/05/28 - 22:01:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:01:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:02:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:02:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:02:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:02:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:02:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:02:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:02:58 | syncing options from database 
[SYS] 2026/05/28 - 22:02:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:02:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:03:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:03:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:03:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:03:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:03:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:03:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:03:58 | syncing options from database 
[SYS] 2026/05/28 - 22:03:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:03:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:04:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:04:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:04:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:04:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:04:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:04:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:04:58 | 正在更新数据看板数据... 
[SYS] 2026/05/28 - 22:04:58 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/05/28 - 22:04:58 | syncing options from database 
[SYS] 2026/05/28 - 22:04:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:04:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:05:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:05:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:05:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:05:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:05:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:05:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:05:58 | syncing options from database 
[SYS] 2026/05/28 - 22:05:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:05:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:06:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:06:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:06:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:06:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:06:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:06:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:06:58 | syncing options from database 
[SYS] 2026/05/28 - 22:06:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:06:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:07:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:07:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:07:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:07:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:07:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:07:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:07:58 | syncing options from database 
[SYS] 2026/05/28 - 22:07:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:07:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:08:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:08:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:08:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:08:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:08:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:08:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:08:58 | syncing options from database 
[SYS] 2026/05/28 - 22:08:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:08:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:09:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:09:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:09:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:09:28 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:09:43 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:09:43 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:09:58 | 正在更新数据看板数据... 
[SYS] 2026/05/28 - 22:09:58 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/05/28 - 22:09:58 | syncing options from database 
[SYS] 2026/05/28 - 22:09:58 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:09:58 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:10:13 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:10:13 | 任务进度轮询完成 
[SYS] 2026/05/28 - 22:10:28 | 任务进度轮询开始 
[SYS] 2026/05/28 - 22:10:28 | 任务进度轮询完成 
